Gene_name|Publication|Pub_number
BCAS1|Alexander E. Ivliev et al|8
BCAS1|Ramona A. Hoh et al.|31
BCAS1|Marshall et al.|55
BCAS2|Liu et al.|28
BCAS3|Bechstedt et al.|5
BCAS3|Alexander E. Ivliev et al|8
BCAT1|Kilburn et al.|1
BCAT1|Efimenko et al.|2
BCAT1|Ross et al.|22
BCAT1|Gabrielle Wheway|27
BCAT1|Liu et al.|28
BCCIP|Marshall et al.|55
BCDIN3D|Alexander E. Ivliev et al|8
BCHE|Monika-Abedin-Sigg et al.|30
BCHE|Blacque et al._xbox|54
BCHE|Blacque et al._xbox|54
BCHE|Blacque et al._xbox|54
BCKDHA|Karsten Boldt et al.|16
BCKDHA|Ross et al.|22
BCKDHB|Kilburn et al.|1
BCKDHB|Karsten Boldt et al.|16
BCKDHB|Nogales-Cadenas R. et al.|46
BCL11A|Ross et al.|22
BCL11B|McClintock et al.|29
BCL11B|Blacque et al._xbox|54
BCL2L1|Gabrielle Wheway|27
BCL2L1|Nogales-Cadenas R. et al.|46
BCL2L10|Marshall et al.|55
BCL2L12|Marshall et al.|55
BCL2L14|Marshall et al.|55
BCL2L2|Liu et al.|28
BCL3|McClintock et al.|29
BCL3|Blacque et al._sage|56
BCL6|Ross et al.|22
BCL6|Arnaiz O. et al.|53
BCL7A|Alexander E. Ivliev et al|8
BCL9|Hannah Müller et al.|6
BCL9|Gabrielle Wheway|27
BCL9L|Hannah Müller et al.|6
BCL9L|Geremek M. et al. 2014|42
BCO1|Nogales-Cadenas R. et al.|46
BCO1|Blacque et al._xbox|54
BCO2|Alexander E. Ivliev et al|8
BCOR|McClintock et al.|29
BCORL1|Marshall et al.|55
BCORL1|Blacque et al._xbox|54
BCORL1|Blacque et al._sage|56
BCR|Karsten Boldt et al.|16
BCR|Liu et al.|28
BCS1L|McClintock et al.|29
BDH1|Karsten Boldt et al.|16
BDH2|Ross et al.|22
BDH2|Liu et al.|28
BDKRB1|Gabrielle Wheway|27
BEAN1|Ross et al.|22
BEND5|Alexander E. Ivliev et al|8
BEND7|Ross et al.|22
BEST1|Efimenko et al.|2
BEST1|Bechstedt et al.|5
BEST1|Kim J. et al.|44
BEST1|Blacque et al._xbox|54
BEST1|Blacque et al._xbox|54
BEST2|Cilia Carta (TJP van Dam et al.)|13
BEST2|GO CC Cilium|15
BEST2|McClintock et al.|29
BEST2|Blacque et al._xbox|54
BEST3|Efimenko et al.|2
BEST3|Phirke et al.|3
BEST3|Chen et al.|12
BEST3|Blacque et al._xbox|54
BEST4|Alexander E. Ivliev et al|8
BEST4|Geremek M. et al. 2011|41
BEST4|Geremek M. et al. 2014|42
BEX2|Ross et al.|22
BEX5|Yano J. et al.|50
BFSP1|Liu et al.|28
BFSP1|Kim J. et al.|44
BFSP2|Liu et al.|28
BHLHA15|Gabrielle Wheway|27
BHLHB9|Alexander E. Ivliev et al|8
BHLHB9|Lambacher N. et al.|17
BHLHE22|McClintock et al.|29
BHLHE23|Gabrielle Wheway|27
BHLHE23|Blacque et al._xbox|54
BHLHE40|Ross et al.|22
BHLHE41|Alexander E. Ivliev et al|8
BHLHE41|Gabrielle Wheway|27
BICC1|Hannah Müller et al.|6
BICC1|Alexander E. Ivliev et al|8
BICC1|Semil P. Choksi et al.|23
BICD1|Hannah Müller et al.|6
BICD1|Nogales-Cadenas R. et al.|46
BICD1|Marshall et al.|55
BICD2|Hannah Müller et al.|6
BICD2|Laurençon et al.|7
BICD2|Nogales-Cadenas R. et al.|46
BICDL1|Nogales-Cadenas R. et al.|46
BICDL2|Alexander E. Ivliev et al|8
BICRA|Marshall et al.|55
BIK|Alexander E. Ivliev et al|8
BIK|Marshall et al.|55
BIN1|Liu et al.|28
BIN1|Fritz-Laylin L.K. et Cande|49
BIN3|Geremek M. et al. 2014|42
BIN3|Marshall et al.|55
BIRC3|Chen et al.|12
BIRC3|Ross et al.|22
BIRC3|Kim J. et al.|44
BIRC5|Ross et al.|22
BIRC5|SYSCILIA Gold Standard (van Dam TJ et al.)|24
BIRC5|Gabrielle Wheway|27
BIRC5|Blacque et al._xbox|54
BIRC6|Broadhead et al.|32
BIRC6|Nogales-Cadenas R. et al.|46
BLCAP|Gabrielle Wheway|27
BLM|Karsten Boldt et al.|16
BLMH|Liu et al.|28
BLMH|Monika-Abedin-Sigg et al.|30
BLNK|Arnaiz O. et al.|53
BLOC1S2|Laurençon et al.|7
BLOC1S2|Karsten Boldt et al.|16
BLOC1S2|SYSCILIA Gold Standard (van Dam TJ et al.)|24
BLOC1S2|Nogales-Cadenas R. et al.|46
BLOC1S3|Karsten Boldt et al.|16
BLOC1S6|Kim J. et al.|44
BLOC1S6|Nogales-Cadenas R. et al.|46
BLZF1|McClintock et al.|29
BLZF1|Marshall et al.|55
BLZF1|Blacque et al._xbox|54
BMP1|Ross et al.|22
BMP2|Ross et al.|22
BMP2|Marshall et al.|55
BMP2K|Alexander E. Ivliev et al|8
BMP3|Gabrielle Wheway|27
BMP4|Ross et al.|22
BMP5|Gabrielle Wheway|27
BMP6|Alexander E. Ivliev et al|8
BMP7|Alexander E. Ivliev et al|8
BMP7|Ross et al.|22
BMP7|McClintock et al.|29
BMP7|Blacque et al._xbox|54
BMP8A|Marshall et al.|55
BMPER|McClintock et al.|29
BMPR1A|Alexander E. Ivliev et al|8
BMPR1B|Ross et al.|22
BMPR1B|McClintock et al.|29
BMPR1B|Blacque et al._xbox|54
BMPR2|Phirke et al.|3
BMPR2|Gabrielle Wheway|27
BMS1|Gabrielle Wheway|27
BMS1|Fritz-Laylin L.K. et Cande|49
BMS1|Marshall et al.|55
BMX|Efimenko et al.|2
BMX|Jakobsen L. et al.|43
BMX|Nogales-Cadenas R. et al.|46
BNC1|Ross et al.|22
BNC1|Nogales-Cadenas R. et al.|46
BNIP1|Karsten Boldt et al.|16
BNIP3|Efimenko et al.|2
BNIP3|Ross et al.|22
BNIP3|Geremek M. et al. 2011|41
BNIP3L|Ross et al.|22
BOK|Marshall et al.|55
BOLA1|Gabrielle Wheway|27
BOLA1|Marshall et al.|55
BOLA3|Alexander E. Ivliev et al|8
BOLL|Hannah Müller et al.|6
BOP1|Broadhead et al.|32
BORCS7|Alexander E. Ivliev et al|8
BPESC1|Alexander E. Ivliev et al|8
BPHL|Liu et al.|28
BPHL|Monika-Abedin-Sigg et al.|30
BPHL|Geremek M. et al. 2011|41
BPHL|Marshall et al.|55
BPI|Efimenko et al.|2
BPIFA1|Ostrowski et al.|20
BPIFA1|Ross et al.|22
BPIFA1|SYSCILIA Gold Standard (van Dam TJ et al.)|24
BPIFA1|McClintock et al.|29
BPIFA1|Kubo A. et al.|45
BPIFA2|Ross et al.|22
BPIFB1|Alexander E. Ivliev et al|8
BPIFB1|Ross et al.|22
BPIFB1|Kubo A. et al.|45
BPIFB4|Mayer et al. 2008|51
BPNT1|Liu et al.|28
BPNT1|Monika-Abedin-Sigg et al.|30
BPNT1|Marshall et al.|55
BPNT2|Mayer et al. 2008|51
BPTF|Phirke et al.|3
BPTF|Pazour et al.|21
BPTF|Monika-Abedin-Sigg et al.|30
BRAF|Nogales-Cadenas R. et al.|46
BRAP|Efimenko et al.|2
BRAP|Alexander E. Ivliev et al|8
BRAT1|Gabrielle Wheway|27
BRCA1|Alexander E. Ivliev et al|8
BRCA1|McClintock et al.|29
BRCA1|Nogales-Cadenas R. et al.|46
BRCA2|Phirke et al.|3
BRCA2|Nogales-Cadenas R. et al.|46
BRCA2|Fritz-Laylin L.K. et Cande|49
BRD2|Efimenko et al.|2
BRD3|Pazour et al.|21
BRD3|McClintock et al.|29
BRD3|Blacque et al._xbox|54
BRD3OS|Alexander E. Ivliev et al|8
BRD4|Efimenko et al.|2
BRD4|Blacque et al._xbox|54
BRD7|McClintock et al.|29
BRD7|Blacque et al._xbox|54
BRD8|Marshall et al.|55
BRF1|Alexander E. Ivliev et al|8
BRF1|Marshall et al.|55
BRF2|Gabrielle Wheway|27
BRI3B|David U. Mick et al.|26
BRI3BP|Liu et al.|28
BRI3BP|Marshall et al.|55
BRICD5|Gabrielle Wheway|27
BRINP1|Gabrielle Wheway|27
BRIX1|McClintock et al.|29
BRK1|Gabrielle Wheway|27
BRK1|Liu et al.|28
BRMS1|Jakobsen L. et al.|43
BRMS1|Nogales-Cadenas R. et al.|46
MPC2|SYSCILIA Gold Standard (van Dam TJ et al.)|24
BRPF1|McClintock et al.|29
BRPF1|Blacque et al._xbox|54
BRSK1|Nogales-Cadenas R. et al.|46
BRSK2|Nogales-Cadenas R. et al.|46
BRWD1|Ross et al.|22
BRWD1|Gabrielle Wheway|27
BSCL2|Alexander E. Ivliev et al|8
BSCL2|Ross et al.|22
BSG|Liu et al.|28
BSN|Liu et al.|28
BSND|Gabrielle Wheway|27
BST1|Alexander E. Ivliev et al|8
BST2|Ross et al.|22
BSX|Phirke et al.|3
BSX|McClintock et al.|29
BTAF1|Kilburn et al.|1
BTAF1|McClintock et al.|29
BTBD1|Alexander E. Ivliev et al|8
BTBD1|McClintock et al.|29
BTBD10|Hannah Müller et al.|6
BTBD11|Ross et al.|22
BTBD16|Semil P. Choksi et al.|23
BTBD16|Monika-Abedin-Sigg et al.|30
BTBD16|Geremek M. et al. 2014|42
BTBD17|Efimenko et al.|2
BTBD17|Gabrielle Wheway|27
BTBD17|Blacque et al._xbox|54
BTBD2|Blacque et al._sage|56
BTBD3|Alexander E. Ivliev et al|8
BTBD3|Geremek M. et al. 2011|41
BTBD7|Chen et al.|12
BTBD9|Phirke et al.|3
BTBD9|Li et al.|18
BTBD9|McClintock et al.|29
BTC|Alexander E. Ivliev et al|8
BTC|Geremek M. et al. 2011|41
BTC|Marshall et al.|55
BTD|Alexander E. Ivliev et al|8
BTF3|Liu et al.|28
BTF3|Ishikawa H. et al|48
BTF3L4|Liu et al.|28
BTF3L4|McClintock et al.|29
BTF3L4|Marshall et al.|55
BTF3L4|Blacque et al._xbox|54
BTG4|Alexander E. Ivliev et al|8
BTN3A2|Alexander E. Ivliev et al|8
BTN3A2|Ross et al.|22
BTN3A3|Alexander E. Ivliev et al|8
BTN3A3|Jakobsen L. et al.|43
BTNL9|Alexander E. Ivliev et al|8
BTRC|Hannah Müller et al.|6
BTRC|Andersen et al.|9
BTRC|Monika-Abedin-Sigg et al.|30
BTRC|Marshall et al.|55
BUB1|Phirke et al.|3
BUB1|Karsten Boldt et al.|16
BUB1|Ross et al.|22
BUB1|Gabrielle Wheway|27
BUB1B|Ross et al.|22
BUB1B|Gabrielle Wheway|27
BUB1B|Marshall et al.|55
BUB3|Andersen et al.|9
BUB3|Andersen et al.|9
BUB3|Karsten Boldt et al.|16
BUB3|Marshall et al.|55
BUD31|Phirke et al.|3
BUD31|Alexander E. Ivliev et al|8
BUD31|Nogales-Cadenas R. et al.|46
BVES|Alexander E. Ivliev et al|8
BYSL|Marshall et al.|55
BZW1|Karsten Boldt et al.|16
BZW1|Monika-Abedin-Sigg et al.|30
BZW1|Marshall et al.|55
BZW2|Karsten Boldt et al.|16
BZW2|Pazour et al.|21
BZW2|Liu et al.|28
BZW2|McClintock et al.|29
BZW2|Keller et al.|33
C07B5.4|Ostrowski et al.|20
CABCOCO1|Bayesian (TJP van Dam et al.)|11
CABCOCO1|Cilia Carta (TJP van Dam et al.)|13
CABCOCO1|Dey G et al.|14
CABCOCO1|Lambacher N. et al.|17
CABCOCO1|SYSCILIA Gold Standard (van Dam TJ et al.)|24
CABCOCO1|McClintock et al.|29
CABCOCO1|Monika-Abedin-Sigg et al.|30
CABCOCO1|Ramona A. Hoh et al.|31
CABCOCO1|Geremek M. et al. 2011|41
RPP38-DT|Alexander E. Ivliev et al|8
CC2D2B|Dey G et al.|14
C10orf143|Ross et al.|22
ZNF22-AS1|Alexander E. Ivliev et al|8
FAM241B|Lambacher N. et al.|17
FAM241B|Liu et al.|28
FAM241B|Marshall et al.|55
C10orf53|McClintock et al.|29
C10orf53|Monika-Abedin-Sigg et al.|30
C10orf53|Ramona A. Hoh et al.|31
C10orf67|Alexander E. Ivliev et al|8
C10orf67|Monika-Abedin-Sigg et al.|30
C10orf67|Geremek M. et al. 2011|41
C10orf67|Geremek M. et al. 2014|42
ARMH3|Gabrielle Wheway|27
C10orf82|Cao W. et al.|47
C10orf90|Nogales-Cadenas R. et al.|46
C10orf95|Alexander E. Ivliev et al|8
C10orf95|Geremek M. et al. 2014|42
C11orf1|Semil P. Choksi et al.|23
C11orf1|Monika-Abedin-Sigg et al.|30
C11orf1|Marshall et al.|55
C11orf16|Alexander E. Ivliev et al|8
C11orf16|Ostrowski et al.|20
C11orf16|Geremek M. et al. 2014|42
C11orf16|Marshall et al.|55
C11orf49|Alexander E. Ivliev et al|8
C11orf49|Bayesian (TJP van Dam et al.)|11
C11orf49|Cilia Carta (TJP van Dam et al.)|13
C11orf49|Lambacher N. et al.|17
C11orf49|Geremek M. et al. 2011|41
C11orf49|Marshall et al.|55
C11orf52|Alexander E. Ivliev et al|8
C11orf52|Lambacher N. et al.|17
C11orf52|Geremek M. et al. 2011|41
C11orf52|Marshall et al.|55
C11orf54|Laurençon et al.|7
C11orf54|Alexander E. Ivliev et al|8
C11orf54|Lambacher N. et al.|17
C11orf54|SYSCILIA Gold Standard (van Dam TJ et al.)|24
C11orf58|Marshall et al.|55
JHY|Cilia Carta (TJP van Dam et al.)|13
JHY|GO CC Cilium|15
JHY|Mayer et al. 2009|19
JHY|Semil P. Choksi et al.|23
JHY|Monika-Abedin-Sigg et al.|30
JHY|Geremek M. et al. 2011|41
C11orf65|Alexander E. Ivliev et al|8
C11orf65|Dey G et al.|14
C11orf65|Semil P. Choksi et al.|23
C11orf65|McClintock et al.|29
C11orf65|Monika-Abedin-Sigg et al.|30
C11orf65|Geremek M. et al. 2011|41
CFAP300|Bayesian (TJP van Dam et al.)|11
CFAP300|Cilia Carta (TJP van Dam et al.)|13
CFAP300|Dey G et al.|14
CFAP300|Lambacher N. et al.|17
CFAP300|Semil P. Choksi et al.|23
CFAP300|McClintock et al.|29
CFAP300|Ramona A. Hoh et al.|31
CFAP300|Merchant et al.|35
CFAP300|Geremek M. et al. 2011|41
CFAP300|Marshall et al.|55
C11orf71|Ross et al.|22
C11orf71|Geremek M. et al. 2011|41
IFTAP|Alexander E. Ivliev et al|8
IFTAP|Bayesian (TJP van Dam et al.)|11
IFTAP|Cilia Carta (TJP van Dam et al.)|13
IFTAP|Lambacher N. et al.|17
IFTAP|Ross et al.|22
IFTAP|Geremek M. et al. 2011|41
IFTAP|Marshall et al.|55
C11orf80|Nogales-Cadenas R. et al.|46
C11orf88|Alexander E. Ivliev et al|8
C11orf88|Bayesian (TJP van Dam et al.)|11
C11orf88|Cilia Carta (TJP van Dam et al.)|13
C11orf88|Lambacher N. et al.|17
C11orf88|Ross et al.|22
C11orf88|McClintock et al.|29
C11orf88|Ramona A. Hoh et al.|31
C11orf88|Marshall et al.|55
C11orf94|Gabrielle Wheway|27
C11orf97|Lambacher N. et al.|17
C11orf97|Ross et al.|22
C11orf97|McClintock et al.|29
C11orf97|Ramona A. Hoh et al.|31
C11orf97|Marshall et al.|55
MYG1|Bayesian (TJP van Dam et al.)|11
MYG1|Cilia Carta (TJP van Dam et al.)|13
MYG1|Monika-Abedin-Sigg et al.|30
C12orf4|Efimenko et al.|2
C12orf4|Alexander E. Ivliev et al|8
C12orf45|Karsten Boldt et al.|16
C12orf45|Gabrielle Wheway|27
CFAP54|Cilia Carta (TJP van Dam et al.)|13
CFAP54|Dey G et al.|14
C12orf56|Alexander E. Ivliev et al|8
C12orf57|Liu et al.|28
C12orf60|Alexander E. Ivliev et al|8
C12orf60|Geremek M. et al. 2011|41
C12orf60|Marshall et al.|55
CFAP54|Dey G et al.|14
C12orf65|Nogales-Cadenas R. et al.|46
C12orf66|Alexander E. Ivliev et al|8
C12orf66|Marshall et al.|55
C12orf73|Nogales-Cadenas R. et al.|46
C12orf73|Marshall et al.|55
C12orf75|Alexander E. Ivliev et al|8
C12orf76|Alexander E. Ivliev et al|8
C13ORF26|Ramona A. Hoh et al.|31
TEX26|Stubbs J.L. et al.|52
C14ORF45|Ramona A. Hoh et al.|31
C14ORF50|Ramona A. Hoh et al.|31
ERG28|Liu et al.|28
CCDC198|Marshall et al.|55
C14orf119|Marshall et al.|55
DGLUCY|Monika-Abedin-Sigg et al.|30
DGLUCY|Fritz-Laylin L.K. et Cande|49
RTRAF|McClintock et al.|29
C14orf180|Alexander E. Ivliev et al|8
C14orf28|Alexander E. Ivliev et al|8
BBOF1|SYSCILIA Gold Standard (van Dam TJ et al.)|24
BBOF1|Stubbs J.L. et al.|52
BBOF1|Stubbs J.L. et al.|52
PPP1R36|Stubbs J.L. et al.|52
CLBA1|Bayesian (TJP van Dam et al.)|11
CLBA1|Cilia Carta (TJP van Dam et al.)|13
CLBA1|Lambacher N. et al.|17
C15ORF26|Ramona A. Hoh et al.|31
CFAP161|Bayesian (TJP van Dam et al.)|11
CFAP161|Cilia Carta (TJP van Dam et al.)|13
CFAP161|Karsten Boldt et al.|16
CFAP161|Lambacher N. et al.|17
CFAP161|Semil P. Choksi et al.|23
CFAP161|SYSCILIA Gold Standard (van Dam TJ et al.)|24
C15orf26	|Stubbs J.L. et al.|52
C15orf39|Karsten Boldt et al.|16
CDIN1|Yano J. et al.|50
C15orf48|Ross et al.|22
C15orf48|Marshall et al.|55
CCDC9B|Gabrielle Wheway|27
C15orf65|Alexander E. Ivliev et al|8
C16ORF80|Ramona A. Hoh et al.|31
C16orf46|Alexander E. Ivliev et al|8
C16orf46|Lambacher N. et al.|17
C16orf46|Ross et al.|22
C16orf46|Gabrielle Wheway|27
ENKD1|SYSCILIA Gold Standard (van Dam TJ et al.)|24
C16orf54|Alexander E. Ivliev et al|8
RUSF1|Karsten Boldt et al.|16
RUSF1|SYSCILIA Gold Standard (van Dam TJ et al.)|24
TEDC2|Gabrielle Wheway|27
VPS35L|Liu et al.|28
VPS35L|McClintock et al.|29
C16orf71|Alexander E. Ivliev et al|8
C16orf71|Bayesian (TJP van Dam et al.)|11
C16orf71|Cilia Carta (TJP van Dam et al.)|13
C16orf71|Geremek M. et al. 2014|42
C16orf72|Efimenko et al.|2
C16orf72|Phirke et al.|3
C16orf72|McClintock et al.|29
C16orf74|Ross et al.|22
C16orf74|Nogales-Cadenas R. et al.|46
CFAP20|Bayesian (TJP van Dam et al.)|11
CFAP20|Cilia Carta (TJP van Dam et al.)|13
CFAP20|Lambacher N. et al.|17
CFAP20|Semil P. Choksi et al.|23
CFAP20|SYSCILIA Gold Standard (van Dam TJ et al.)|24
CFAP20|Stubbs J.L. et al.|52
C16orf89|Alexander E. Ivliev et al|8
CCDC189|Dey G et al.|14
CCDC189|Lambacher N. et al.|17
CCDC189|SYSCILIA Gold Standard (van Dam TJ et al.)|24
C16orf96|Monika-Abedin-Sigg et al.|30
CFAP97D1|Semil P. Choksi et al.|23
CFAP97D1|Fritz-Laylin L.K. et Cande|49
C17orf49|Alexander E. Ivliev et al|8
LINC02693|Alexander E. Ivliev et al|8
C17orf58|Alexander E. Ivliev et al|8
C17orf80|Alexander E. Ivliev et al|8
C17orf97|Alexander E. Ivliev et al|8
C17orf97|Lambacher N. et al.|17
C17orf97|Ross et al.|22
C17orf97|Marshall et al.|55
C17orf98|Monika-Abedin-Sigg et al.|30
C17orf98|Marshall et al.|55
C18orf21|Semil P. Choksi et al.|23
RMC1|Kilburn et al.|1
FAM174C|Marshall et al.|55
C19orf44|Alexander E. Ivliev et al|8
TEX45|Yano J. et al.|50
TIMM29|Karsten Boldt et al.|16
C19orf57|Alexander E. Ivliev et al|8
MICOS13|Liu et al.|28
C19orf71|Laurençon et al.|7
C19orf71|Marshall et al.|55
C1GALT1|Efimenko et al.|2
C1GALT1|Phirke et al.|3
C1GALT1|Chen et al.|12
C1GALT1|Blacque et al._xbox|54
C1GALT1C1|Alexander E. Ivliev et al|8
C1QB|Pazour et al.|21
C1QB|Gabrielle Wheway|27
C1QBP|Efimenko et al.|2
C1QBP|Andersen et al.|9
C1QBP|Andersen et al.|9
C1QL2|Alexander E. Ivliev et al|8
